Comment,Target
신났네들ㅋㅋㅋㅋ,0
9수 ㅋㅋㅋㅋㅋ 된장국이여?,0
"18,862 동의합니다",0
ㅋㅋㅋ 이것 콘텐츠로 만드는 센스 너덜트 화이팅입니다!!,0
통일은 언제되나요?,0
크루 단위로 일일히 사과하게 해야 함,0
근데 그건 알아라  너학력인증 올리는 순간 너보다 더센놈들도 낄낄 거리며 대기하고 있다는 사실을 ㅎ,0
마크 목소리만 왜 더 작게 들리죠ㅠㅠ 제 핸드폰 문제인가,0
정말.. 너무 사랑스럽다~ 계속 좋은 모습 많이 봤으면 좋겠다!!! 뉴진스,0
omg ningning is made for this era,0
씨발년이라고 할것까진 업잔아,0
aaoee terngiang ngiang,0
신종코로나 사태로 나라에 돈이 없어 자진 납세를 하려는 아름다운 장면이네요^^아직 살만한 세상이에요,0
EYAN-143,0
"상황봐가면서 써먹으면 정치만한게 없음 가만히 지켜보고있으면 그사람이 어떤성향인지 파악할수있음 코드에맞는사람인지 아닌지 맞는 사람이면 오히려 정치얘기 이야기 소재로 삼으면 더 가까워질수있는 계기 ",0
갑자기 든 생각인데 중국 입장에선 작년 리버스 월즈 분위기겟는데... 홈에서 혼자남고 lck 2팀 남은 상황,0
일본자국내의 감염원이 공항 항만을 통해 홰외로 나가는걸 막는 차원이 아닐까?,0
현기는 그다음에 출시하려고 아끼다 똥되는 기술 중국은 이미 최선의 최선을 다하고,0
저 발언은 2013년도에 나온 발언이다.,0
"훠훠훠 진즁권씨바둑이보내겠슘니돠 컴퓨터확인해보시죠 쪕쪕쪕 ",0
Do Not Appear... Plz..,0
" 그러니 공정하지 못했던 조국네 가족에게 화가 나는거고",0
수학 7등급 집단이 아닐까??주예지 쌤이 그랬어!!,0
입장문 새로 뜬거 봤는데 진짜 뉴진스 더 잘되길 바란다,0
"키보드워리어는 아니구나. ",0
김밥,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
그냥 처벌 받아라. 정신개조가 될라나 모르겠다만....그래도 처벌은 받고 그 다음 생각해보자.,0
정상인이 비정상이 되는 사회,0
DNA 안티될것같아.. 마크 닮았다고? 마트앞 흔들거리는 풍선아니야?ㅋㅋㅋㅋㅋ 마크 표정 안좋은게 더 웃김ㅋㅋ,0
저 24렙이 너냐?,0
65kg = > 65g 의 2~3배면 130g~195g 이런식으로...,0
WOW AESPA IS THE BEST,0
네 다음 분탕,0
모쏠아다 29년차인데아직 희망있으니 더 밀어붙여라 진심이다,0
"그럼 일반영상,사진 파일명만 fc2 이딴거로 바꿔놓으면 걍 정지당함?",0
ning ninggggg cakepp bgttttttttttttt,0
질문 하나만 해도 괜찮아??,0
그래도 베트남에 비하면 중국은 선진국임물론 중국도 미개한 나라지만 베트남이 그 정도로 더 미개하단 것임최소한 중국은 대놓고 공무원이 뇌물 요구하진 않는데 베트남은 아직도 대놓고 요구함,0
슨상님ㅠㅠㅠ,0
" 아니 니 근거란게 있을꺼 아니야 ㅋㅋㅋㅋㅋㅋㅋㅋ",0
사회에서 대학 말하면 돈이 자동으로 나오누?,0
다음주부터는 매일로 시작하는 신문사나 데일리로 끝나는 신문사 받아쓰기에 동참하는지 지켜봐야겠네요.,0
경험담이냐?ㅋㅋㅋ,0
쌀국수 빼고 우리보다 나은게,0
수산생명의학과 한 번만 가주세요!!,0
동남아 가면 식중독 많이 걸림 ㅇㅇ 현지인들도 자주 걸리는데 우리보다는 강하더라 ㅋㅋ 길에 파는 음식 재료도 재료지만 사용한 그릇이나 컵을 흐르는 물에 씻지않고 그냥 양동이에 첨벙 담궜다가 걸레로 닦음 ㅋㅋㅋㅋㅋㅋ그리고 개네들 길에서도 쿰쿰한 냄새나는게 그 양동이 물이 못쓸 정도로 더러우면 그냥 길위에다가 부어버림 ㅋㅋㅋㅋㅋㅋㅋ 아 물론 조선에 길거리 음식도 다를바 없다고 생각한다 ㅋ,0
그렇게 되면 또 품귀현상이 일어날 것이고 뒷켠에서는 또 사재기를 하는 사람들이 생겨나겠죠~,0
이래서 음악프로를 안보게 되는구나 졸리네,0
츄랑 메컵분이랑 왜 서로 언니라고 해요 ㅠㅋㅋㅋ넘 귀여움,0
???? 저게 뭔데 1700만원씩이나 투자하냐??,0
"1경기는 사설만가능 ",0
너가 그냥 국힙 원탑해 포이즌… 좋은 밤 보내고 ㅜㅠ,0
그레잇 ~~~~~~~~~~~~~~~~~~~~~~~~~~    한국에도 카스트 제도가 있다         ㅋㅋㅋㅋㅋㅋㅋㅋ,0
마크 나오는거 몰라서 안봤다가 다른채널 쇼츠보고 달려왔어욬ㅋㅋㅋㅋ 썸네일 바꿔주세용..ㅎㅎ,0
우워워워,0
Ppl을 해야겠지만 그냥 각자 대학에 학식이나 주변 맛집으로 소개해주는게 좋을꺼 같아요,0
내가 지금 노트북 켜서 어코드랑 가격 비슷한 노블레스 봤는데 K5는 어라운드 있는데 어코드는 없다,0
후하.. 감정이입이 되넼ㅋㅋㅋㅋㅋ 심호흡..,0
삼천포 가지 말고 부산 가시길(웃음웃음),0
영상 피쳐링 민성준 최하슬 폼 미쳤다..!,0
갑자기 지디게이 부러워지노,0
아니 지나가는 사람분ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너무 웃겨욬ㅋㅋㅋㅋ,0
영상 볼때마다 느끼는 거지만 항상 정말 재밌고 창의적인 컨텐츠들을 만드시는 것 같습니다. 재밌기만 한것이 아니라 그 안에 어떠한 메시지까지 들어있는 것이 정말 좋습니다. 논란 신경쓰지 씨발 마시고 재밌는 영상 계속 만들어 주세요.,0
이재욱 진짜 개부럽네..,0
아 알겠다 그럼 조선소나 숙노로 ㄱㄱ,0
저런거 보면 동물을 먹지 말자는 사람들의 논리도 조금은 이해가 간다,0
재산 한 50억 잇을라나,0
Gang간Gang ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
SO FUNNY,0
너덜트 안봐서 모르는데 0명 논란은 앎 혹시 여기 나오는 배우분들 0명에 지원하신 분들일까요?ㅋㅋ,0
" 살생각이 없으보아더만 ㅋㅋ",0
정말 오랜만에 보는 진짜 실력있는 아이돌,0
맛없음,0
펭귄떼가 줄줄이 입수하는거랑 같다고 보면된다.,0
군대에서 여군이 필요한가,0
열사발 들이켜도 아깝지 않음,0
아 나베상 아리가또 ㅌㅋㅋ,0
썸네일을 견디고 들어온자만이 츄와 마크를 볼 수 있다,0
메가스터디 박승동?  그,0
예쁜이 거르고 진짜 ㅆㅅㅌㅊ다 사랑해,0
머저리 두명ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ빠끄다 빠끄,0
대엄 포이즌 머쉬룸,0
" 그러니까 니가 큰 나무에는 못 쓰니까 쓸모없다면서요?",0
" 리얼 투자 주주들의 재산을 은행 이자보다 훨씬 증식 시키는 근로자 개개인의 능력이 있을 때임.",0
그거슨 주인님과 노예의 차이,0
김치는?,0
본인이 좋다는데 왜..,0
뭐지 지안이 이쁜데?,0
진중권은 사랑입니다.,0
닭고기 맛,0
이걸 나락행 급행열차를 태워버리네 ㅋㅋㅋㅋㅋ 센스형 진짜 좋아했었는데 갈땐 가야지 ㅋㅋㅋ,0
그래서 경찰부부는 바람 많이 난다,0
버티어라 이탈리아...ㅠㅠ,0
이야기해서 그담날 사장님 덕에 돈 많이 벌고갑니다 문자 남김.,0
와 연기지만 여자 진짜 개답답하네 ㅋㅋㅋㅋㅋ논점 제일흐림,0
3만명 남았네요ㅎㅎㅎㅎ,0
요즘 어린애들은 뭐랄까.. 포기? 모를수도 있지 그럴수도 있지가 대부분임. 그게 쿨한거라 생각하는데 그게 무식한거임. 무식한데 대뽀가 있나? 전혀 없음 심장이 요동치는게 느껴짐,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ킄ㅋㅋㅋㅋㅋ,0
할명수 한번 출연했다고 예능력 일취월장한거 너무 귀여워 ㅋㅋㅋㅋㅋ 명수형 늘 가족처럼 대해주셔서 감사합니다!,0
음 이게 맞다,0
"공익신고 제출사항으로 1. 신고자 성명, 연락처 2. 위반일시, 장소, 위반차량번호 3. 교통위반 증거영상 또는 사진",0
200만에는 해병대?,0
"통수쳐서 300인가 받았는데,개꿀 어차피 볼일도 만날일도 없음 ㅇㅅㅇ",0
넌 어디살어?,0
것보다 내 자신이 아무리 우쭐거려도  나보다 더 센 사람은 있길 마련이고  모든 것에는 존재의 가치란게 있길 마련인데특정 직업군을  아무렇지 않게  비하한 사실 자체가 경악 스러웠다,0
" 중견기업의 경우도 사장이 야심이 있는 곳이면 대기업 못지않게 바쁜데 걍 대기업 1차 벤더로 안주하는 곳은 업무강도가 대기업보다 낮고.",0
마크 미쳣댜,0
" 단순 용접 기술이 들어가 있다는게 전부 용접으로 햇단 말은 아니 잖아.",0
와 닝닝 ㅁㅊ는데,0
노래도 노랜데 춤이 볼맛남 ㅋㅋㅋ,0
아래 댓글 참조,0
수업내용이 흥미진진했어요 교수님도 니미럴 조교님도 학생분들도 다 재밌음,0
So cuteee️,0
그게누군데,0
Does BSH want to destroy aespa again??,0
통까흥 통빨망,0
경영 생각하면 고기값 싼  고기라도 따로 더 구워서,0
그나마 절반은 은혜를 안잊고있자나,0
똑똑똑 나랑께문열어보랑께,0
라이브 논란 터지진 않겠네....  축하해요,0
흠 난 그래도 소비자 입장이 이해됨,0
이참에 수리도 좀 하고 공사도 좀 하고 이불도 좀 바꿔라.........,0
일 터진 후 같은데… 출연하는 게 반가워 기다렸고 처음부터 끝까지 보고 나니 박명수 아저씨가 너무나 대단히 멋진 사람이란 걸 느꼈어요.,0
MC분들 멘탈 오그라들지않은거 칭찬해,0
하 이마크 오빠 엔시티랑 얼마나 친한거야...,0
누가 봐도 둘다 일베할거 같은데 ㅋㅋㅋㅋ,0
예전에 이 분 삶은 뉴트리아 먹방 있었는데 안 보이네. 겁나 맛있다고 감탄하심 피디도 맛있다고 인정,0
"1주일 안으로 여자가 답 주긴 할텐데,, 안될 가능성이 높음",0
이명박 지지자입니다,0
지디크루냐?,0
저 1이라는 숫자가 너무 마음이 아프다 ㅠㅠ,0
어지럽다,0
오늘밤 감스트x이센스 생방아닌가 ?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이거보고  이센스 반응궁금하네ㅋㅋㅋㅋㅋ,0
짤품번 DDH-971,0
윈터야 넘 잘했고 아프지말자 사랑해,0
I have a problem listening to this song... My body is in dancing mood instantly  i am not even good at dancing,0
사망진단서는 왜 우한폐렴에 의한 사망이라고 나와있었을까요 혹시 아시나요??,0
비연예인은 어디서 만났을까?,0
전형적인 찐  ㅋㅋㅋㅋㅋ,0
신생아 티나는 아기는 밤낮없이 한두시간마다 계속울고,0
"저때는 별거아닌 떡밥이 사찰넷 떡밥 같은거였음   땡중이랑 노는거 개꿀잼 이었는데 ",0
2 FA,0
하 최고 운동할때 ㄷㅈ 무한반복했어요,0
"연기에 냄새에 ",0
전원 모두 노답,0
청강대 애니과……. 해주세요…..,0
1. 핵융합,0
빙시혁 밟혔쬬?ㅋ,0
아베 진실을 말하다,0
" 이거 무슨 아이디 같지 않아요?",0
돈쉽게 벌려는아프리카는 ㅁㅈㅎ .,0
이투스 불법 댓글알바 이겨서 몇명 감방보내고,0
난 20대인데 자주색 아저씨가 하는말이 너무 내마음임 속 시원해,0
그래도 집에서 놀지는 않으니까 별 상관없긴해,0
바닥에 용접시킴,0
" 신승범,최진기 은퇴시키고",0
ㅋㅋㅋㅋㅋㅋㅋㅋ지지난번 영상 스트레스 엄청 받앗는데 이거 웃기려고 햇던 거엿군요… 너무 웃김  이진 시리즈도 부탁드려용,0
꼭 좋은날 올거예요..힘내세요..ㅜ.ㅜ,0
ㅋㅋㅋ 이거 소재로 영상 만들 줄 알았음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
전과자를 보면 다신한테 맞는 학과를 찾을수 있자나요?? 찡긋?,0
신경쪽에 문제가 생긴 것.,0
썸네일이 잘못했네..,0
어이 나까무라! 빨리 일해!,0
팔라우는 남태평양쪽 작은 섬나라,0
lol I think I do want to see him in the army  ik he hates it but I think it would be so funny,0
그람시롱 투표할 때는 아따 우덜 편을 우덜이 안찍으면 누굴 찍는 당가? 하면 민주당찍.,0
9등급은 해석못해,0
아니 야당은 도데체 뭐하는거야?,0
연분9등법은,0
크 역시 너덜트,0
" ㄹㅇ 첨에 갔을때 여기한국맞나 싶더라",0
솔직히 중국인 입국 거부하는거 찬성한 애들은,0
역시 방구석에서 주절주절 입만 터는 것보다 직접 보고 체험하고 느껴봐야 제대로 알 수 있군요,0
대검이 윤짜장 장모 대변인 겸 변호사인 모양이군,0
진짜 연기 너무잘한다 ㅎ,0
츄 너무 귀엽네 ㅋㅋㅋㅋ,0
요즘은 간호조무사도 저런책 보냐?,0
수사지휘를 검사가 안하고 경찰이 독단적으로 할 뿐이지 기소권은 아직도 검사가 독점하는거 아니냐?,0
아 포이즌 개웃기네,0
shimer shimer cakeppp bngtt,0
2번째 굴뚝은 왜 뭉개져있죠,0
니가 지금하는 소리가 뭔소린 줄은 알고 하는거?,0
ㅈㅈㅂ ㅁㅈㅎhttps://www.ilbe.com/view/11226188404?c=11226214943#comm_11226214943,0
"맞는말인데 통레발은 이제 믿기가 힘듦,,",0
어딘데그리싸노,0
진짜 김씨저장소답게 엄청 발끈하는구나 근데7등급이면 호주에서 영어 스피킹은 가능하냐?,0
이 영상은 한국사 교과서에 실어야 한다,0
맞음 일단 어제 저녁부터 지금 현재까지 깨끗함 나 방독면 쓰고 다니는데 사람들 시선이 꽤 느껴짐 ㅋㅋㅋ,0
" 1. 시?에서 운영하는 탁구 수업에 간 엄마, 이미 왕따 당한 50대초반 판교출신의 교통공사부장의 와이프, 그리고 타지출신인 우리엄마도 왕따당하고 그 판교 아지매랑 베프되다.",0
역대급 철판!,0
어제 만은 혼자 있었다,0
나도 눈.저랬는데속씽수하고 용됨,0
헐 다음 드디어 교대!!!!,0
모든게 변경된 리그오브레전드 솔솔랭랭으로 꿩먹고 알먹기,0
마크야 연기해다오.. 재능있어,0
부상때문에 운동 그만뒀다고는 들었는데 이창섭 연예인 안 됐으면 어떤 직업을 가졌을까 ㅋㅋㅋㅋㅋㅋㅋ혼자 음란마귀가 씌워져서 자꾸 이상한 생각을 하냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 지효씨랑 같이 공군 가면 왠지 지효씨가 더 잘 할거 같아요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
그냥 트랜디하고 신선한 아이돌이라고만 생각했는데 이번사태이후로 여러영상 찾아보면서 진짜 너무 사랑스러운사람들이라고 생각했음ㅠㅠ 어려서 행동에 귀여운게 묻어나오는것과는 별개로 진짜 사람 대 사람으로써 만나면 평생 업고다닐거같은 사랑스러움임,0
표지판 들고 움직일거란 생각은 아예 못했는데 ㅋㅋㅋ 내 가수 짱 귀여웡  땡땡이치자? 하는 대목에선 같이 땡땡이치고 싶게 내 가수 눈빛에 빠지겠다고용,0
지금이랑 다를바 없네,0
투움바 파스타가 왜?,0
그럴때마다 행복하고 고마운일 생각하며 버텨야지ㅋㅋ,0
지우 누나 너무 귀엽다 ㅠㅠ,0
우리가 남이가~,0
...,0
일단 희생시키고 난 다음 거룩한 희생으로 미화시켜주면 다들 이해 된다고....,0
중국이 축구만 못하는 이유가 뭐냐?,0
그립습니다.. 당신의 진심을 알지 못하고 떠나보낸 후에야 당신의 소중함을 알게 됬습니다.,0
돈 없고 외국어 못하면걍 저세상으로 이민가라당장 갈 수 있음,0
"에휴.. ",0
" 내가 별자리 점치는 타로카드 점쟁이 같은 미신 추종자도 아니고",0
나 외국에 있기 때문에 원래부터 스냅임,0
속이 다 후련.,0
진짜 잘한다..,0
ㅅㅂ 홈택스 열일하십니다!,0
"남자보다 18%만큼 덜 주면 된다. 여러가지 다른 요인도 많지만, 남자근로시간이 여자근로시간보다 더 많거든.",0
코리아베리임폴턴트테스트,0
그냥 DANA가라~,0
ㅋㅋㅋㅋㅋㅋ어이가 없노,0
응원하게 된다,0
마크 진짜  잘생겼다...,0
이야.... 갈수록 수작만 만드셔..... 너덜트 짱,0
언주중김수현 연기 뭐냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠㅠㅠㅠ,0
" 한 말을 그대로 글로 적는 것",0
"아니 개최국이 탈락한 거야? 조별???실화냐? ",0
전차장 커엽노 ㅋㅋㅋㅋㅋㅋㅋ,0
저는 라면을 원래 좋아합니다,0
마크 잘생긴건 알았는데... 진짜 잘생겼다,0
한국 연해주땅 상의도 없이 러시아에 팔아넘긴게 중국임,0
이동휘 무한 신뢰의눈빛 ㅋㅋㅋㅋㅋㅋ강동원은 또 쑥스럼안타고 좋아해ㅠㅠㅋㅋㅋ조합 무슨일,0
아니 아니 항공대학교 말고 공군사관학교 보내달리니까요ㅋ,0
서성한 인문상경(O),0
너무나도 유명한 솔솔랭랭 유행은 돌고도는거 아닌가요??,0
요시자와 아키호는 몇편이냐,0
=> 난 그런 말 한 적 없는데? ㅋㅋㅋㅎㅎㅋㅋㅋ왜 거짓말하노? ㅋㅋㅋㅋㅋㅋㅋㅋ,0
이색희 이거 가입하게 생겼.. 이 아니라 운영하게 생겼네.,0
도망가 포이즌 rnu away,0
붐업,0
카리나 약간 시크해보이는 스타일링 훨 매력적이당,0
여기 나온 분들이 새로 구인한 배우분들이신가보네 앞으로 화이팅이에유 ~,0
배우러 왔으면서 도를 넘어서 깝치니까,0
수리할일이 일년에 몇번이나 있겠냐,0
하 진짜 뒤질?????,0
자기들끼리 웃참하는것도 개웃기넼ㅋㅋㅋㅋ,0
닝닝 개이쁘네,0
유니폼색도 딱이야,0
아 너무 귀여워서 힐링,0
4.기쁨조 운영,0
eng subs plssss,0
캐치미이프유캔 ㅇㅂ,0
양심을 걸고 성형외과 피부과가 가치를 창출하냐? 그냥 경제적인 부가가치 말하는 게 아니다.,0
조립컴이 뭐냐? 나같은 컴맹은 못하는거 아님?,0
손가락 냄새 덜 베길라고 저러나 ...,0
영상보면 개빡치는느낌이 드는거 보니 모집잘하셨네 ㅋㅋㅋㅋ,0
That 'Dont forget my name' from Ningning is so,0
있어 그거,0
좋은자료 ㄱㅅ합니다,0
현실고증 미치겠다 DNA 가시밭길만 걸어!!!!!,0
4만 남음 ㅊㅊ,0
무지한 대한민국을 깨워주는 좋은 영상입니다. 하지만 대한민국은 점점더 깊이 잠들려고 하고있는듯 하네요.,0
숏박스 태일에 마크에 엔시티 사랑하는 듯,0
해린 명수 조합이 왤케 웃기냨ㅋㅋㅋㅋㅋ 주변 TP들 봤을 때 저정도면 진짜 웃겨서 웃는거다,0
륜 임?,0
뮤비보다 무대가 100배 낫네..,0
20년은 젊어졌노? 근데 목을 잡아늘인것도 아니고턱은 더 길어지고 다른사람인듯,0
역성장이 아니구,0
1명 추가요~ 공군남창 못참지ㅋ,0
좀 오바인듯 나는 저정도로 잘생기지않았는데도 걍 둘이서잇으면 저렇게본다 잘생기고자시고 그냥 사람으로써 괜찮으면 아이컨택하면서 얘기나눔;;,0
내가 제일 기대되는건 이센스의 반응이 아닌 임키의 반응임,0
잘 세우는 남자 이창섭,0
대체 너 나한테 왜그러는거야 왜,0
창섭오빠 미국 의대 와줘요  투라이투라이,0
에스파 밟으실 수 수 수 수퍼노바,0
도둑한테 개꿀일 수도 ㅋㅋㅋ 사람 저렇게 많으니 주변 어슬렁 거려도 수상하게 보이지 않을 듯,0
그런건 어딜 봐야 아노,0
민지 할명수 다 챙겨보는 찐 깨스였구나ㅋㅋㅋ애들 조곤조곤 말하는 거만 들어도 몽글몽글해졌는데 토론 시작하니까 단호해지는 거 보고 빵터짐ㅋㅋㅋㅋ,0
근데 과거 태평양 전쟁때 미국도 조선을 저정도로 생각했겠지근데  미국은 정말 지구반대편 이런나라에 170만명을 보내다니 정말ㄷㄷ  감비아가 전쟁중인데 우리나라가 저정도 보낼 수 있을라나,0
감독봐;;,0
고중퇴에 전역하자마자 일식 배워서서른 중반에 식당 두개 운영하고 월 800정도 번다학력은 돈 버는거에 있어서 전혀 상관읍다 이기나보다 중고때 공부 잘하던 친구들그냥 대기업 다니면서 돈얘기나오면 나 부러워하고 그른다비교대상은 아니지만 돈이 최고인 세상에서 뭐 그르타,0
너덜트 올라오기만 기다렸습니다,0
탕안된게 어디냐,0
처참히 밟힌 건 립싱크 붕어 르세라핌이구요 ㅋ,0
근데 5승 블루승이면 레드진영의 저주아닌가...,0
"허리띠 안 했다고 패고,",0
짜고치는거 아니면 진짜 갱스터원탑 이네ㅋㅋㅋㅋㅋ노빠꾸 ㄷㄷ,0
같은생각 ㅇㅂ,0
" 일본처럼 7인의 사무라이 나오고 할복하고 죽으라는것도 아니고 티케이 불출마 한명도 없는데 지지율 올라가길 바라로 총선 이기길 바라고",0
저 느긋한 목소리도 매력이야. 지랄 그냥 존재자체가 매력,0
치위생학과 가주세요ㅠ,0
명수옹은 정말 좋은MC인게 게스트들을 편안하게하는 매력이 크심 이미지는 차가운데 따뜻한분이라 게스트들이 무장해제하고 할명수오면 다들 즐거워하는게 보임 뉴진스는 열심이고 솔직하고 귀여워 갈수록 더 호감! 오늘도 꿀잼 팔명수,0
나만아니면돼~,0
도시들 다 보여서,0
뉴진스 또 불러줘서 고마워요 할명수,0
오..,0
"https://www.bobaedream.co.kr/view?code=accident&No=624096 ",0
예상 ㅈㅎ 주려다 문 욕하는거라 아무것도 안줌,0
잘~~가 세요~~ 잘 가세요~~~~,0
돈가스,0
랜선이 없나?,0
방시혁과 르세라핌이 키운 에스파..-_-,0
말끝마다 오~~하는거 쥰니 킹받네ㅋㅋ,0
돈 좀 빨아먹으려고,0
오픈카 이런 개념인가?,0
윤서인은 결혼했으니까 연예에 환상이 없음,0
쓰레기 수거를 왜 안하냐 ㅋㅋ 일주일에 한두번이라도 수거해가긴 한다.농작물이나 나무 태우는것 까진 이해해준다쳐도,0
자랑아니다 게이야..내가 글 싸지른곳이 일베밖에없다 미안하다,0
죽음으로 보답받길,0
고퀄 + 사회현상 풍자 + 배우들의 완벽한 딕션.   간만에 걸작 나온거 같습니다 너무 재밌네요,0
"기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? 기사글은 링크 없는게 국룰이냐? 기사글은 링크 없는게 학계의 정설이냐? ",0
현명하네,0
무식은 죄가 아니지 근데 무식인걸 인정못하고 남탓화는건 죄지,0
나 열여덟 주원쓰 진짜 아이돌 좋아해본 적 없는데 뉴진스 보자마자 입덕해버렸다 도대체 나한테 뭘 한 거야!! 책임져라 팜하니 곤란하다,0
내가 맥북을 사는 이유는 뭘까?,0
원래 집이 작으면  커보이는 거란다~ㅋㅋ,0
실화를 기반으로 제작된 영상,0
아무쪼록 원만한 해결 되시길!,0
제발좀 잡아가두자~~,0
티원 정말 고생했어요,0
그게 현실이든 아니든 니가 남녀간 다툼을 얘기했고 난 쌍방폭행이라고 얘기하는데,0
에고... 세상이 어찌되려구... ㅠ.ㅠ,0
어떤 문화의형식이건간에 위아래가 있다고 생각한 것 자체가 거부감느껴지게 하는거임.,0
베트남겨울에도 따셔서 파리모기 벼룩파리 초파리 날라다니냐 ?,0
대한국항공대학교,0
근데 출연자들의 목소리들... 은근히 너덜트 형님들의 목소리 톤으로 들리는 게 왜죠?,0
닝닝 왜케이뻐짐????,0
저거 wrong되면 pray로 들어가서 die,0
진세 오빠 왜 잘생겨 보이지..?,0
이번 에피소드 멘헤라 판독하는 스토리 개웃기네 ㅋㅋㅋㅋㅋㅋㅋ 기획 개 잘했다,0
Kereeeeeennn sumpahh,0
아들~ 한건 더하면 아버지 완전 뜨게 할수있어!!,0
근데 조쉬는 한국문화를 타 외국인에 비해 잘아니까 인기많은건데 그걸 질투하는건 ㄹㅇ 자적자고...,0
헐..,0
уникальны,0
"패딩은 캐나다 구스 노비스 미만 씹잡이다.몽클 무슨너클 맥케이지 스톤 등등 다 꺼지고 캐구 하나만 있으면 된다 ",0
현기들. 긴장하니?,0
애리 개 예쁘다...,0
노이건 이냐?,0
그게 바로 비싼 천연비타민제품들이 내세우는 강점인데 비타민이 천연 합성 나누는것도 웃긴거임 뭐 어떤비타민은 화학반응일으켜서 창조해내냐? ㅋㅋ 천연비타민도 그 제조과정에서 추출 압축 응축시키는 과정이 다 화학처린데 걍 너 상술에 놀아나는거임 같이 먹는 시너지일으키는 성분들을 잘챙겨먹는게 더 중요 가녕 내가먹는 L시스테인은 알파리포산이랑 함께 섭취시 흡수율이 20퍼정도에서 40퍼로 높아지기때매 같이먹는다근데 이방송이 일단 영양제 자체 무용론을 얘기하고있으니 그거에대해 초점을 맞춰야할듯,0
돈쓰는게 일이네...,0
음원 나오자마자 하루쟁일 수파노바만 듣고있음…….. 내가 이래서 스엠을 못 놓지…. ㅜㅡㅜ,0
학식이 방송에 안 나온게 진짜 다행이다... 휴,0
아 진짜 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋ 뷰너 요즘 폼 최고다,0
정형돈 진짜 말랐네..,0
하고 있다는게 느껴지네요..경제 발전도,0
박명수 천적 다니엘ㅋㅋㅋ 저렇게 해맑게 반응하면 절대 못이기지ㅋㅋㅋ,0
" 애초에 용접공이니 기술직이니 하는 걸 ",0
이수진 프레임 잘 잡았네,0
현타,0
고도 조절 잘못하면 바로 치킨으로 튀기기좋은 조각으로 변할텐데?,0
