Comment,Target
동숲하는거같다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
양봉하시는분들 돼게 힘들겟다,0
중간에 쉭쉭대면서 내뿜는 가스는 뭘까?,0
밀랍을 먹어도 되요????,0
아악..귀야 미안..,0
아니 초반에 뭐 뿌릴때 개가 숨차가지고 핵핵 거리는거 나만 그러냐?,0
채밀과정에서 손실난 꿀을 최대한 벌에게 돌려주는 건 멋있는건지 극한의 이득추구인건지 잘모르겠네 ㅋㅋㅋ,0
벌들아 고맙다 니꿀 달더라..,0
탈수기에서 꿀떨어진다...,0
왜 노란부분은 안뜨는거에영?,0
4분42초에 꿀 오타나셨어요,0
그냥들어왔는데 재미있네?,0
2022년,0
츄릅.....,0
왜 노란 부분은 안 제거해요?,0
판매는안하시나욤???,0
밀랍으론 모해요?,0
꿀구매할수있어요?,0
저거 꿀 채집기가 그냥 돌려지는데 어떻게 꿀이 나오는거에여....,0
이번에 잡화청이넹어,0
꿀이 비싼게아니네요. !,0
와씨 한숟가락 푹 떠서 쭈압쭈압하고 싶네,0
목소리 데이식스 박성진 같음,0
프응이야 응프야,0
꿀 저거 통 왤케 입자가속기같이생겼디냐,0
목 괜찮아요?,0
저렇게 얇게 포 뜬 밀랍은 어케 되는 걸까,0
벌에 쏘여도 넘기는 쌍남자 머시따. 결혼하실래요?,0
한입만영 제발,0
와...꿀 맛있어보인다,0
꿀은 안파나요?,0
강제 임대 주택 세입자 전재산 탈탈,0
600만회 ㄷㄷㄷㄷ 다큐보다 많이나오네,0
근데 뭘 뿌리고 있는거에요?,0
재밌다,0
쏘헌니,0
밀랍은 어따써요,0
아 벌소리 소름돋아.....,0
형은 지역이 어디에요?,0
??? 나이어 프ㅕㅝ노냐내귀노ㅑ먀먀먀ㅓㄴㄴ,0
저두,0
프응님벌이좋요?,0
아... 이어포오오온,0
지옥참밀도,0
꿀 먹고프예이예 이거 사고싶다,0
먹을줄만 알았지... 세상 신기하네.. 지들끼리 숙청도하고 여왕벌인척 하고... 정치적인 벌들ㅋ 우와~~~. 꿀 직이네... 보약이다.,0
저런건 얼마나 판매 하시나요??,0
아카시아꿀 맛있는데..,0
40이안되었는데 아파트 2채인사람은 모지,0
아 아프겠다,0
뿌리는게뭐에요?,0
벌에게 쏘여도 안 아파요?,0
1000만 머고 ㅋㅋ,0
근데 꿀에 훈연기 맛나는거 아님?,0
이어폰 슬레이어 ㄷㄷ,0
이어폰인데 짜증나 죽는줄,0
힌색부분만왜 없에에고 딴덴없에면안되요?,0
밀도 잼,0
벌집 어디서 구입할수 있나요??,0
짤순이 견적 140만원입니다,0
진물 많고..,0
사향해서 만는꿀.  이렇게하고 설탕물 부어주고 끝,0
제가영상많이볼게요,0
원심분리기아님?,0
꿀 어디서 사나요?,0
갈기전에 뿌리는거 뭐임?,0
이어폰 꼭끼세요,0
혼자하기 힘들겠다,0
아카시아꿀 구입하고 싶어요,0
밀도를 좀 긴걸써서 한번에 쑤욱 긁어내게 안되나?,0
밀랍왜 제거하나요?,0
꿀맛있겠다,0
자꾸 뿌리는건 뭐예요?,0
벌 asmr,0
꿀뺏고 설거지까지 시키고 너무하네 ㅋ ㅋ,0
맛있겠다 벌꿀,0
난 못가 절대못가,0
벌들 극대노 ㅋㅋㅋㅋㅋ,0
밀랖맛있어보인다,0
츄릅,0
밀랍을 왜 제거 하나요?,0
이어폰 끼고 시청금지,0
아잇 ㅡㅡ 내귀 ㅡㅡㅡㅡ,0
검은색은왜그러는거에요,0
밀랍 그 손수 제거 할때 한번에 스윽 하면 되지 않나요?왜 한땀한땀 하는거예요?,0
대한민국 경기도 고양시 일산동구,0
벌집보니깐꿀물먹고싶다    꼬르륵,0
훈연기로 벌 조지는걸 보니까 너무 기분이 좋아지네,0
악..이어폰 끼고있었는데..,0
으 난 윙 소리 너무 실어ㅠㅠ,0
ㅇㅈ,0
이어폰 주의라고 제목 달아 주시지 쫄았네,0
우와아 (°○°),0
한입,0
무게가 ㅋㅋㅋㅋㅋ안맞나봐,0
으악 내귀,0
발소리가 들리는 순간 내몸 군데군데도 간지러워 진다.,0
채밀기 이름 say to 자진모리장단 to my swwetie honey,0
맛있겠다,0
밀랍제거 풀 영상 없나요 ㅎㅎ,0
아 맛있겠다,0
지역이 어디신지요,0
아 모기뭔데,0
무서워,0
표종승 추천받고 온 사람이면 개추,0
와우,0
ㅋㅋㅋㅋㅋㅋ쐇엌ㅋㅋㅋㅋ,0
어디입니까ㅡ지역,0
ㅋㅋㅋ,0
우리나라에 꽃은 아카시아와 밤 밖에 없나요,0
아 .,0
상부 상조로 오는게 있으면 가는게 없나요 아 말벌 잡아주죠,0
쿵까닥 쿵까닥 쿵까닥,0
꿀 맛있겟다,0
허허,0
밀맆맛있것다,0
버즈 끼고 보다가 소름돋아서 블루투스 꺼버림,0
칼질을 너무너무 못해ㅠㅠ,0
이어폰끼고 못 보겠다,0
죽었어?,0
Wow,0
아너,0
꼬시다. 고치에도 빵빵 쏴라 ㅋ,0
와 양봉장 할려면 지식이좀 필요하네 노하우랑,0
너무 불쌍하다 벌들 이랬으면 버스에서 장수말벌한테 한번 물려줄걸 그랬나?,0
벌징그러ㄷㄷ,0
아앵ㄱ윽.. 보기싫은데 보고싶다ㅠㅜ,0
저러다 여왕벌이 죽으면 어떻하나요?,0
ㅋㅋ,0
으이,0
999만회,0
3ㄷ,0
먐,0
보는내내 왜 칭 생성대노 ㅋㅋ,0
폰번호 주세요,0
아앍 내 귀,0
ㅡ,0
ㅇㄱㄹㅈ,0
ㅗㅜㅑ,0
맛잇겠다,0
왜?  힌색마하지?,0
니들이 뭘할수있는데 ㅋㅋ,0
아 뭔 말이많아,0
전 잡 꿀이 더좋은데요,0
ㅋ,0
채밀기잘못구입,0
나였으면 꿀 한번 핥아보고싶다 ㅋㅋ,0
곤충학대네~,0
장수말벌 10000000000000000000000명 한테 쏘여서 살아남은 면 100만원 -90만원  해서 10만원 줄께요 베어그릴스 사용 금지,0
런 ㅋㅋ,0
나,0
3대 500 이아니라 500대 3 아니신지요,0
인간이 미안해,0
아.. 장갑이 너무 더러워서 신경쓰여요 ㅠ ㅠ,0
그래도 먹는건데 주변이 위생상태가...,0
시골에서 벌꿀을 키우는것과 술도박현장으로 살던 남과여들의 결이 같아진건가? 그들의 자식들은 어르신들이 돌봐주셨는데. 그런데 처음에는 저출산과 고령화로 노인복지를 했던것 같은데 말이지. 민주당이 김대중전대통령의 정치를 한다고 하더군.,0
열심히 모은걸...가져가는데...벌들이 너무 불쌍하다ㅠㅠㅠㅠㅠ,0
한 번 낀 장갑으로 계속 쓰는게... 위생적으로는 안 좋아 보이네요,0
그만좀욕해라,0
와 우째 아무리 벌통 주인맘이라지만 벌들 양식은 하나두 안 남기구 매정하게 싹쓸이를 하시나 열개라면 한 네개ㅡ정도는 좀 양식으로 남겨 주어야지 너무 벌들한테 야박하시네요 한봉은 열개면 네개만 취하고 여섯개는 양식하라구 주던데요,0
I C....듣기 거북해요.  유툽 계속하실거면 얼른 고치셔요,0
6.3만,0
2021년,0
10월 15일,0
잇썹은 기업 광고보다 소비자 위주 콘텐츠가 많아서 좋아 ㅎ,0
자급제폰 말고 통신사 중고폰으로 알뜰요금제 사용은 불가능한거죠? 자급제 중고폰으로는 가능한건가요?,0
요즘 계속 자급제에 대해 알아보고 있었는데 이렇게 딱 영상을 만들어주시다니… 감사합니다!,0
한 가지 질문이 있습니다 제가 아이폰 14 자급제 폰을 사서 오늘 왔고 기존에 사용하던 갤럭시 S8의 데이터를 새 폰에 옮기려고 하는데 기존에 있던 폰이 망가져서 터치가 아예 안되는 상태입니다(켜지는건 가능)  이로 인해 대리점에 가서 데이터를 올기고 요금제를 바꾸려고 하는데 잇썹님이 알려주신 것 처럼 기존 폰 유심 빼서 새 폰에 집어넣고 요금제는 앱 깔아서 바꾸면 되나요???,0
제가 원하던 잇섭의 방항이네요^^ 진짜 테크도 중요하지만 어떤 경우의 수로 구매를 해야 호갱을 안 당하는것도 진짜 어른들 혹은 잘 아는 척만 했던 저 같은 문외한들에게 좋은 영상인 것 같아요^^,0
오늘 컨텐츠 너무 감사합니다! 핸드폰 바꿀 때 참고할게요!!,0
저는 U+대리점에서 사고 개통한 아이폰 6s를 7년째 쓰는데 간당간당해서 아이폰 13이나 프로를 자급제로 사려고 해요. 다만 오래 쓰면서 물에도 두 번 정도 빠뜨렸는데 칩을 그대로 사용해도 되는지 궁금합니다! 칩도 새로 사서 새로 사용하는 게 나을까요?,0
역시 잇썹님!! 단점 하나 추가요!! 헬로 모바일 KT라인 쓰는데 지하가면 전화안터져요. 카톡만 보내짐. 여의도 더현대 지하에서도 안터집니당 ㅜ.ㅜ,0
통신사에서 개통하면 무조건 생각했던 요금제보다 훨씬 더 비싼 요금제로 유도받게 돼서 항상 불쾌하고 곤란했는데 이런 좋은 방법이 있다니 폰 사게 될 일 있으면 이 영상 한번 더 정주행 하고 사야겠어요! 넘 유용합니다 감사해요~~,0
잇섭님이 총대매고 통신사 폭리를 고발해준 덕분에 이제 조금씩 통신사의 양아치짓에서 벗어나는 소비자들이 많아지는듯 앞으로도 더 합리적인 선택으로 이제 소비자의 권리를 되찾았으면 좋겠음.,0
저도 5년전부터 공기계만 사서 알뜰요금제 사용중인데 너무 만족하며 잘 쓰고 있어요.,0
완전 자급제의 경우 최초 가입시에 VoLTE가 안되는 경우가 발생합니다.  그럴 경우는 자급제 폰 명칭을 제대로 설정해줘야하는 경우도 있으니 참고하셔야해요.,0
잇섭님 요번 s22울트라 사고싶은데 자급제로 그냥 단말기만 사려면 어떻게  하죠?  쿠팡이나 11번가에서 사전예약 했을시 그냥 단말기만 파는게 아니라 통신사 요금제 가입해야 쓸수있는건가요? 제가 알뜰폰 쓰고 있어서요,0
잇섭님 제가 이번에 아이폰13을 자급제로 구입하려고 하는데 온라인으로사긴 그레서 매장에가서 사려고 하는데 어떤 매장이 좋을까요? 그리고 지금 쓰는 유심을 그대로 넣으면 요금제는 어떻게 되나요?,0
우리는 가족결합요금제때문에 강제 자급제인데 오히려 쓰다보니 훨씬 마음편함...약정 걸려있으면 이상하게 빨리 질리고 그 기간 채우는게 족쇄같고 다른걸로 바꾸고싶고 했었는데 그냥 내꺼 라는 생각이들고 이제 언제까지 써야한다는게 없으니까 만족하고 쓰게됨...,0
알뜰 요금제는 프로모션을 해야 의미가 있던데요. 예전에 갈아타려다가 스크 선택약정이랑 가격 차이가 없어서 관뒀는데 항상 프로모션을 하고 있는 게 아니라면 타이밍 맞아야 의미가 있는 것 같아요. 그리고 데이터 용량 클수록 더 차이가 없던데.. 그 새 또 장점이 생길만한 요금제가 만들어진 건지,0
매번 대리점에서 샀었는데 다음 핸드폰 바꿀땐 자급제로 사야겠어요,0
캬~  사이다!!  이래서 IT섭 잇섭하죠ㅋㅋ 저도 오랫동안 통신사 묶여 있다가 너무 이상하다 해서 아예 자급제로 갈아탔는데 솔직히 한 통신사에 20년이상 써도 제가 원하는 혜택은 별루 없더라구요. 5G 써보신분들 특히 공감하실 영상인듯 하네요.,0
질문 하나 있습니다!  3사 통신사 핸드폰에 알뜰폰 유심이 들어갈까요?   중고핸드폰 알아보는데 알뜰폰이라는 선탹지가 따로있어서 여쭈어봅니다..,0
전 SKT에서 가족결합 장기가입 등등의 이유로 할인을 많이 받고 있어서 통신사 쓰는 케이스인데요. 진짜 이제는  통신사에 크게 이득보는게 없다면 굳이 통신사 안쓰셔도 될거 같아요. 대리점에서 사면 잇섭님 말씀처럼 잘 모르시는 분들은 불편한 점즐이 많고 그렇다고 T다이랙트 같은 것들도 쉽지는 않죠. 까다로운 계약 조건 불편 할인 받는거 없음 이런거 잘 모름에 해당되시면 자급제가 제일 깔끔한것 같아요!,0
요즘엔 발품팔아 대리점에서 구매하는게 손해일 때가 많죠. 온라인이 아무래도 투명하게 금액이 공개되는 부분들도 있고 알아보기도 쉬운 것 같다는 생각입니다.,0
ㅠㅠㅠ 폰바꿔야하는데 정리 너무 잘해주셔서 감사해요ㅠㅠ!,0
Sk 20년정도 썼고 vip라서 고민했는데. 일년에 한두번  파리바게트가서 케잌 할인 몇천원받은거말고는 혜택누린게 없어서 알뜰폰 유심샀어요..자급제 갤22오면 바뀰껀데 잘한건지 모르겠어요 ㅋㅋㅋ자급제는 첨이라 ㅠㅠ 폰 한번사면 보통3년정도사용하는데 그럼 통신사약정걸어도 불편할거 없고...모르겠어요ㅠㅠ,0
잇섬님. 지급제 아이폰14 프로 128g 155만원인데 엘지베스트샵에서 20만원 할인해주는 조건에서 완납 135만원에 드리고 2개월만 6만원대 요금제 쓰면 된다고 하는데 어떤게 이득인가요?,0
알뜰폰 써봤는데 이론상 통화품질은 동일하지만 voLTE나 HDvoice 안되는 사업자가 있어서 이부분은 불편하더라구요. 그래도 데이터무제한을 저렴하게 쓸수있는게 깡패라서 알뜰폰쓸듯 합니다,0
알뜰요금제 진짜 좋습니다. 약정이 없다는게 정말 큰 이점이라 이벤트 하는 알뜰요금제 사용하다 이벤트 끝나는 시점에 다른 이벤트 하는 업체로 옮기셔서 개통 가능하구요. (약간 귀찮긴 하지만..)안옮긴다 해도 기본요금이 저렴하니 추천드려요!,0
알뜰 모바일이 왠지 정확한 설명을 찾아보기가 힘든데 가격만 싸서 뭔가 있을까봐 쓰기가 애매했었는데 잇섭님이 말하니 믿을 수 있겠네요.,0
잘 보았습니다... 자급제폰을 살경우 사기나 폰가격이 조금 부담스러울수 있지만 잘봐야겠네여.. 알뜰폰은 일반 3사 통신사 보다 좀 느린걸로 아는데 어디 브랜드알뜰폰이 제일 좋나요?,0
잇섭최고...진짜 이렇게알아듣기쉽게 설명해주니 더욱 좋다ㅡㅠㅜ  ..,0
저는 LGU+ 인터넷 과 IPTV 이용하고 와이프와 제가 LGU 모바일 이용중인데 가족결합으로 꽤 저렴하게 이용하고 그 외 LGU 멤버쉽도 활용하고 있고 LGU TV앱같은것도 이용하기때문에 딱히 불만 없음..,0
와 지금 딱 궁금한거였는데 ㅠㅠ 너무나감사해요,0
오픈마켓의 경우 운 좋으면 n% 할인에 각 마켓 자체 쿠폰까지 중복할인 되는 경우가 있으니 잘 찾아보시고 타이밍을 봐서 자급제를 구매하실때 참고하셔도 될듯합니다 잇섭님이 언급한것처럼 신용카드를 통해서 할부 구매도 가능하고 덤으로 일부 카드는 장기간 무이자인 경우도 있어요 (이것도 물론 복불복),0
엄마폰을 사드리려는데 현재 엘쥐가족결합할인받고 있는걸로 알고 있어요. 그냥 5쥐핸드폰 자급제 핸드폰 사서 유심칩만 바꿔끼면 요금제 변경같은 거 없이 계속 사용가능하신거죠? 잘 아시는 분 답변 부탁드립니다 ㅠ 이번에 사드리려는데 이런 부분이 이해가 잘 안되요 ㅠㅠ 외국에서 살다와서 한국의 통신사 문화가 잘 이해가 안됩니다 ㅠㅠ,0
저도 가족이 온가족할인과 tv 인터넷이 묶여있는게 아니었으면 진작에 알뜰로 다들 넘어갔을텐데요.. 큰 할인을 받는 분들이 아니면 무조건 알뜰폰이 이득이라 봅니다.,0
알뜰요금쪽이 진짜 좋은게 무제한 요금제가 일반 통신사 5g 기본요금보다 쌈,0
kt한테 뒤통수맞은 섭형의 극딜!!최고,0
알뜰폰 안하고 자급제만 사서 기존 통신사 요금제를 사용하고 싶은데(이제 더는 안나오는 요금제라..) 자급제라는 정의가 그냥 휴대폰 기기값만 내고 산다 라고 이해하면 되나요????  갤럭시 공홈 보면 자급제폰 팔던데 기기값+요금제 몇개월 사용해야 한다는 걸 본 것 같아서 헷갈리네요.. 그리고 쿠팡이나 이런 곳에서 자급제폰 사는 게 기기값만 사는 건가요??  자급제 이해할 듯 말 듯 정확히 모르겠네요 ㅠ,0
와 ㅋㅋ 방금 알뜰 요금제로 바꿨는데 형이 이걸 다뤄주니 가슴이 웅장해지네ㅋㅋㅋ,0
와 애플 공홈에서 구입하면서 할인 너무 못 받는 거 아냐 싶었는데 이거 보니 위안이 되네요 감사합니다!,0
잇섭님~제가 토요일에 폰을 개통하고 아직 계약서는 아직 안쓴 상태인데 아무래도 매장서 한거라 신랑하고 막내만 바꾸려고 한건데 저도 같이 바꿔야 된다 그래야 요금제 좋게 뺀다면서 우리 네식구꺼 다바꾸면서 s22울트라 저랑 신랑 아가들은 버디로요 그럼서 둘이합쳐 18만원 요금내면 아이들꺼 요금안받고 여기에 테블릿에 노트북도 준다고  카드30이상 쓰는 조건에 s22는 2년쓰고 반납조건에이구요 웬지 하고 난 제 기분은 좋은게 아니구 눈탱이 맞은거같구 머에 홀린거같구   그러네요ㅜㅜ 신문물을 잘 이용도 못할뿐더러 폰에 돈들이는것두 싫구 그러네요ㅜㅜ 그래서 아직 계약서 쓰기전인데 너무 미안하긴 하지만  취소하구 자급자제폰 사야하나 싶어서요,0
너무 감사해요~~ 15년째 kt쓰고있는데 혜택 하나도 못받고 언락폰으로 계속 쓰다가 이제야 이런 알뜰폰 요금제가 있는걸 알았어요ㅠ 이 영상 보자마자 알뜰폰 회원가입하고 유심 신청한것두 10분만에 받고 개통했네요.. 정말 너무너무 감사드려요~~^^,0
K-phone saler 속 타들어 가는 소리 여기 까지 들리는데 너무 듣기 좋네요 ^_^,0
여쭤볼게 있습니다. 제가 요번에 아이폰 13 Pro를 통신사에서 지인을 통해 구입을 하게 되었습니다. 그런데 요금제를 3월달까지만 5G 요금제를 써달라고 하더군요... 그래서 제가 3월 이후로는 내가 알뜰요금제로(4G로) 바꿔도 되냐고 하니까 그래도 된다고 하던데 알뜰 요금제로 유심칩 바꿔 끼우면 되겠죠?,0
자급제+알뜰폰 조합이 온라인서 기계값다주고사고 알뜰폰 회사서 유심만사서 끼워 사용하는건가여? 알뜰폰 회사서 유심만파나여?? 기계없이요?? 가존 sk쓰고있는데 3만얼마짜리...... 자급제 기계만사서 유심만빠꿔 끼워 사용하는건 별의미가없겠죠??,0
안녕하세요 잇섭님. 오래 전 영상이지만 곧 아이폰 14로 변경 계획이 있어 질문 드립니다.  혹시 애플이나 기타 쇼핑몰(ex 쿠팡 등등.) 에서 사전 예약으로 기기를 할인 받아서 사고 현재 쓰고 있는 아이폰 11의 유심 칩을 옮겨서 그대로 사용 가능한건가요??,0
휴대폰 초기할때 전체초기화- 사진찍고 어플도 깔아주고-전체초기화 반복 3번정도 해주면 앞전 데이터들이 밀려서  복원이 힘들다합니다.,0
T다이렉트샵에서 아이폰 SE2 구매해서 SKT 요금제 사용하고 있는데 자급제 단말기를 쿠팡같은 곳에서 구매하고 기존에 쓰던 유심을 꼽아서 요금제 그대로 사용할 수 있나요?,0
젊은 사람도 이해가 어려운 통신사 개통인데  50~60대처럼 연세 많은 분들또는 장애인 분들은 확실히 눈탱이 당하기 쉽습니다 이런 유익영상 꼭 필요 합니디ㅡ,0
잇섭님! 제가 아이폰11을 사용중인데 할부 19만원 정도 남아있습니다 이거 다 갚고 알뜰폰허브에서 유심 구매하면 알뜰요금제 사용이 가능한건가요? 아니면 중고폰 등록을 해야하나요ㅠㅠ),0
저 KT에서 아이폰12mini 구입할 때 BC그린카드(그때 이게무이자할부되서) 발급받아서 핸드폰단말기 현금+카드24개월 무이자할부로 샀고 약정 다시 24개월 걸었음. 그럼 핸드폰단말기 할부원금 이자도 안나가고 상관없으니까 자급제로 14pro 사서 유심 바꺼끼워도 아무이상없는거 맞겠죵?,0
저는 5년전부터 알뜰+약정끝난 중고 공기기로 사용중입니다 핵공감합니다,0
저도 작년부터 알뜰폰 요금제 사용하고 있는데 너무 좋습니다. 저는 kt모바일을 쓰는데 25000원에 65기가 다쓰면 속도 3mbps로 무제한입니다. 데이터 쉐어링이라고 무료로 유심을 하나더 받을수 있어서 태블릿에 같이 사용하니 아주 좋네요.,0
고수분들 질문 있습니다! 핸드폰 액정이 아예 나갔습니다 통화도 안되고요 자급제폰 사서 유심 옮겨 끼는데 구글 아이디( 전화번호로 되니 문제×) 근데 구글 비번을 몰라 찾아야하는데 만약 휴대전화로 찾는다 치면 이전 망가진 핸드폰 실려야 되는지 아니면 유심 꼽힌 자급제 폰으로 인증문자가 오는지 궁금합니다 아예 핸드폰 액정 자체가 안보입니다 구글 비번 찾을수 있을까요?,0
핸드폰 살때마다 설레임보다는 눈탱이 맞을까봐 스트레스 받았어요. 뭐가 이렇게 복잡한건지 모르겠어요. 이 영상이 많은 도움이 되었습니다. 다음에 휴대폰 구매시 한번 더 볼게요 좋은 영상 감사해요~!,0
통신사에서 개통하면 신용카드로 단말기 할부 하는 경우 궁금합니다. 신용카드 실적에 따라 한달에 1만원 이상 정도 청구 할인 되는데 이것도 자급제에서 가능한가요?,0
알뜰폰 엠모바일 모두다맘껏  데이터쉐어링 1대도 됨  개이득.,0
지금 2년 약정이 끝나고 가족결합때문에 알뜰요금제를 사용안하고 1년 재약정을 한다고 하면 재약정을 하는 도중에 자급제폰을 사서 유심칩만 바꿔서 사용해도 문제 없는건가요?,0
너무 잘 정리해주셨지만 그래도 워낙 폰을 3~4년에 한번씩 바꾸다보니 이해안가는 부분이 많네요... 매번 폰 바꿀때마다 왜이렇게 공부해야할게 많은지... 그리소 자급제는 통화중 녹음이나 일상 녹음이 안된다고 들었는데 사실인가요??,0
너무 유용한 영상이네요!!!! ㅋㅋㅋㅋ 잇섭 최고,0
kt바로유심과 알뜰폰통신사에서 배송받는 유심 둘 중에 뭐가 더 질이 좋을까요?? 궁금해요ㅜㅜ~~ㅎㅎ,0
궁금한점이 있는데요 제가 아이폰 xs 2년 넘게 쓰고 지금 선택약정 가능한데 그럼 쿠팡에서 13프로 기기만 사서 선택약정 해서 요금할인 받아서 유심 갈아끼우면 폰 쓸수 있는건가요??,0
질문이 있는데 통신사폰을 공기계로 구입했는데 그 해당통신사가 아닌 다른 통신사 유심을 꼽고 사용이 가능한지가 궁금합니다. 애초부터 해당통신사 번호만 유심에 밖을수있게 기술적으로 제한을 두는지 아니면 기술적으로는 그냥 다 공용으로 사용하는데 회사측에서 통신사와 계약해서 일정 물량 그렇게 배당을 한것인지가 궁금합니다.  오늘 용산 중고매장에서 박스안뜻은 삼성a13을 보아서 구입하려고 하는데 KT 통신사용이라고 해서 구입을 하지 않았습니다. 저는 엘지유플러스를 사용하는데 기술적으로 타사 통신사폰이라서 유심에 번호를 밖는것이 불가능한지 불가능한것은 아닌데 판매상 계약위반이 되는 것인지? 그리고 이런 제품이 왜 중고상에 유통이 될수 있는 것인지? 엄밀히 중고가 아닌 박스 미개봉제품이면 새것인제 이런 제품이 대리점에 가는것은 타당하나 저런 중고상에 가는 것 자체가 유통상 위반소지가 있는 것일까요?,0
저는 케티엠 이벤트에 해서 1년동안 달마다 150기가씩 더 주더라구요 그걸 핫스팟에도 써서 용량제한 없이 씁니당,0
궁금하던 내용 드디어 나왔네요! 항상 잘 보고 있습니다 ;),0
로밍을 주로 이용한다면 알뜰폰을 추천하지 않는다고 하셨는데 어떤 사유로 추천하지 않는지 알수 있을까요? 보니까 요즘은 알뜰폰 요금제도 로밍 지원되는거 같던데,0
아이폰 자급제하고 통신사통해 산거 하고 차이가 있다는데 정말인지 알려주실수 있나요? Skt의 넘버플러스(투넘버) 서비스 사용시 자급제폰은 본번호로 온건지 투넘버로 온건지 표시가 안됀다 하는데 아무리 검색을 해봐도 답을 못찾겠어요(skt통해구입한건 됀다고 합니다) 이 얘기가 맞는지 그밖에 다른 차이점도 있을까요?,0
공초 1번만하면 대리점이나 데이터 복원업체에서 바로 복원 가능하대요! 2~3번정도 공초를 하고 이상한 앱들 깔아서 덧씌워야지 완벽하게 공초 된대요!!!,0
정말 쉽게 잘 설명해 주시네요. 감사합니다~~ 많은 도움이 되었습니다. ^^,0
자급제 말고 통신사 통해서 구입하려고 하는 게 속편하다고 생각하시는 분들은 SKT의 경우 대리점보단 T다이렉트샵에서 바꾸는 게 본인이 요금제 선택할 수 있어서(제한적이긴 하지만) 그나마 저렴하게 바꿀 수 있습니다,0
자급제가 좋은걸 다 알고 있지만 돈 없는 미성년자와 대학생들은 어쩔 수 없이 부모님의 힘이 있어야 하기 때문에 통신사에 끌려갈 수 밖에 없는 현실,0
잇섭님 오래된영상이지만 궁금해서 여쭈워봅니다 모 회사에서 인터넷결합으로 쓰고있는데 같은 회선망 알뜰폰으로 개통하면 인터넷결합이 안되나요?,0
(메이저) 공시지원 or 선택약정25% + 불법보조금 + 가족결합할인 (알뜰) 공기계+카드할인 or 중고폰 둘중에 입맛에 맞는걸로 쓰는게 좋음 잘모르는 사람은 그냥 마음편안하게 (알뜰) ㄱㄱ,0
질문있습니다 통신사개통에서 통신사 단말기비용은 뭔가요? 예를들어 99요금제 6개월 유지 후 5만원 요금제 변경 후 선약금액 25000원 추가해서 18개월동안 나온다고 하면 계산이 어떻게 나오는걸까요??,0
잘 몰라서 선약 2년끝나고 1년 추가로 해두었고 아직 좀 남았는데 중간에 해지하고 자급제 폰을 사거나 바꾸면 위약금 물어야하나요??,0
잇섭님 제가 공식 지원금 으로 보급형 폰을 사용 하고 있어요.  나중에 약정 다 끝난 상태에든 언제든 정상 해지 중고폰 경우에는 개통이 가능한가요? 그리고 가족 결합 할인도 받고 있어요.,0
한통신사 몰아서 가족할인이 최고임 특히 데이타 가족함께 쓰면,0
그리고 통신사 요금이 더 비싼건 외부장비 구축과 통신주파수경매시 막대한 비용이 들기때문입니다 알뜰폰은 이미 있는 기지국을 빌려쓰는거기때문에 비용이 그만큼 절약되는거죠 당연히 알뜰폰보다는 금액이 높을 수 밖에 없어요,0
잇섭님 제가 갤럭시를 쓰고 있는데 아빠가 아이폰 11프로를 쓰다가 이제 13으로 넘어갈려고 하는데 저는 아빠가 쓰는 아이폰과 제가 원래쓰는 갤럭시를 2개 쓰려는데 유심도 2개써도 상관없죠?,0
9월달부터  리브엠도 워치요금제 출시해서 이제 워치도  통신삼사 안써도  알뜰요금제도 워치요금제 가입가능하네요 12월까지 가입하면 3개월무료고,0
안녕하세요 혹시 갤럭시인데 아이폰으로 넘어가고싶은데 자급제 아이폰만 사고 칩만 넣고 하면은 약정도 그래로고 한달 내는 가격도 그대로 내는건가요? 아니면은 한달 내는 가격이 달라지는건가요?,0
19살때 정말 잘 몰랐던 시기에 3년약정에 한 달 요금 10만원 생각하면 빡침 그 다음부터는 대리점에서 절대 안 삼,0
7~8만원 이상 고가 요금제 아니면 새 폰 나와도 사전예약 할인 + 공식 사은품 (삼성) + 트레이드 인 + 알뜰폰 조합이 최고인 듯 싶습니다..ㅋㅋ,0
안녕하세요~ 그럼 현재 아이폰 xr 4g를 쓰고 있는데 공홈에서 아이폰 13을 구매해서 유심을 껴도 상관 없다는 말인가요? 직영점 갔는데 4g 얘기는 안해줘서요 ㅠ 5g 요금제 더 비싼걸 말합니다 ㅠ,0
5G 요금제 나오고 나서 5G도 안터지면서 기본요금 55000원 이상 책정하는 통신사들때메 자급제로 바꿨는데 기존 통신사 3사와 별 차이도 없으면서 요금이 거의 무제한 기준 1/5 가량 저렴해서 훨씬 좋음,0
제가 2년약정끝나고 폰 바꾸려고하는데 선택약정(25%요금할인)을 하고 자급제로 다른폰을 사서 유심만바꿔도 그게 유지될까요?,0
요새 이 조합으로 알아보는 중인데요 4개월 전 영상인데 현재도 이 조합이 가장 괜찮은 조합인거죠?! 자급제는 쿠팡 같은 온라인이나 중고로 사는 방법만 있는건가요??,0
비행기모드 꿀팁 감사합니다 와 이제 안껏다켜도 되겠다,0
